date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200313,IL,32,294,92,,,,,,,,3a4c6b2710e412f845b0c387c44def3dba4d011b,2020-03-13T20:00:00Z,,,418,326,326,17,0,0,28,7,35
20200313,IN,12,61,,,,,,,,,6a95bce7fff18ca959c83513dc8e4b4b8458d719,2020-03-13T20:00:00Z,,,73,73,73,18,0,0,9,0,9
20200313,KS,6,93,,,,,,,,,8633a26e1f484f8d6832c17efdb6e638ffb3515e,2020-03-13T20:00:00Z,,,99,99,99,20,0,0,52,2,54
20200313,KY,11,107,,,,,,,,,4d515c6fe8ed706c415382ef87cfa9236ac4e09c,2020-03-13T20:00:00Z,,,118,118,118,21,0,0,51,3,54
20200313,LA,36,37,,,,,,,,,78393fa814aa0caf1ae4f6056e80e21adf672bf2,2020-03-13T20:00:00Z,,,73,73,73,22,0,0,0,22,22
20200313,MA,123,92,,,,,,,,,020263557685d33ade8e1849eeb35c2a8a12843a,2020-03-13T20:00:00Z,,,215,215,215,25,0,0,92,28,120
20200313,MD,17,94,,,,,,,,,32d329849128913476d4a0773fea76a4b3e2b083,2020-03-13T20:00:00Z,,,111,111,111,24,0,0,0,5,5
20200313,ME,3,91,17,,,,,,,,8ecdd4f1eb3ad0874071c97b48e3bc8ae16edf37,2020-03-13T20:00:00Z,,,111,94,94,23,0,0,26,2,28
20200313,MI,945,133,26,,,,,,,,f532160c7cd2aba3ca450b21c2c4a81099342d44,2020-03-13T20:00:00Z,,,1104,1078,1078,26,0,0,42,243,285
20200313,MN,14,541,,,,,,,,,094cc2b8f1b021d450e7d7fa08596000fc7f4e05,2020-03-13T20:00:00Z,,,555,555,555,27,0,0,234,5,239
20200313,MO,2,71,,,,,,,,,4d53392cae812d4039af40a07e38bc5fe77212fb,2020-03-13T20:00:00Z,,,73,73,73,29,0,0,7,1,8
20200313,MS,4,41,,,,,,,,,9fc8f265d6c9e8b4883399e23c0b0190c2686599,2020-03-13T20:00:00Z,,,45,45,45,28,0,0,0,3,3
20200313,MT,1,55,,,,,,,,,3190b3a30f1124eebbb4e9bccd677cf22f2ae6c0,2020-03-13T20:00:00Z,,,56,56,56,30,0,0,21,0,21
20200313,NC,15,86,,,,,,,,,9b22973bdb1a321a3b9cc273f6250675bf95124b,2020-03-13T20:00:00Z,,,101,101,101,37,0,0,26,3,29
20200313,ND,1,39,12,,,,,,,,16823997d9c4db1ae19dccaba18481746cfe85cf,2020-03-13T20:00:00Z,0,,52,40,40,38,0,0,27,0,27
20200313,NE,13,80,33,,,,,,,,72bf9214dd1c1c24ce38fd46893604d18cc124f7,2020-03-13T20:00:00Z,,,126,93,93,31,0,0,0,3,3
20200313,NH,6,94,21,,,,,,,,ce083d3bb0b226ff0599d533768ad2b62f892b40,2020-03-13T20:00:00Z,,,121,100,100,33,0,0,0,0,0
20200313,NJ,50,97,80,,,,,,,,dd9375b158d3020716fe7e1d759d510332c818e3,2020-03-13T20:00:00Z,1,,227,147,147,34,0,0,23,20,43
20200313,NM,10,190,,,,,,,,,5e21e22aacd1a08b396a2c457c553776e3c8bedf,2020-03-13T20:00:00Z,,,200,200,200,35,0,0,35,5,40
20200313,NV,11,168,,,,,,,,,5c86c34f504be7bf2a593223447a7f2d5f18877a,2020-03-13T20:00:00Z,,,179,179,179,32,0,0,0,4,4
20200313,NY,421,2779,,,,,,,,,a0a0e2997c411014ef2cd98b9502387730f585c7,2020-03-13T20:00:00Z,,,3200,3200,3200,36,0,0,2687,205,2892
20200313,OH,13,50,159,,,,,,,,fe5ed1e40f012163a6510cabdea90e044e5e56ab,2020-03-13T20:00:00Z,,,222,63,63,39,0,0,20,8,28
20200313,OK,3,36,37,,,,,,,,41b22c1ee50041708e574581687a0c4155caa8aa,2020-03-13T20:00:00Z,,,76,39,39,40,0,0,0,0,0
20200313,OR,30,337,157,,,,,,,,ee29420a1ee3ce2e33cdf966ecbdfc575d26206b,2020-03-13T20:00:00Z,,,524,367,367,41,0,0,51,11,62
20200313,PA,41,140,130,,,,,,,,1b1cf720a3254db83abcb451d397a731f9fdf38a,2020-03-13T20:00:00Z,,,311,181,181,42,0,0,24,19,43
20200313,RI,14,142,29,,,,,,,,3b21b07952531010abf6628fe837a9f97fd33797,2020-03-13T20:00:00Z,,,185,156,156,44,0,0,48,9,57
20200313,SC,12,75,,,,,,,,,89ac68f7349872023eb4ba7e8d49e17e3221b4cc,2020-03-13T20:00:00Z,,,87,87,87,45,0,0,27,2,29
20200313,SD,9,73,11,,,,,,,,9a7c944cb0774212146d5eecb0aa11b12de52eb6,2020-03-13T20:00:00Z,,,93,82,82,46,0,0,46,1,47
20200313,TN,26,116,,,,,,,,,5dd412ea26ef8d20d55a6410d59726087883cd99,2020-03-13T20:00:00Z,,,142,142,142,47,0,0,37,8,45
20200313,TX,39,,,,,,,,,,3964195c15cc0e37c244f112bcbae5789a5c6489,2020-03-13T20:00:00Z,,,39,39,39,48,0,0,0,16,16
20200313,UT,6,131,,,,,,,,,610050cffa209508ec65a9bf756ef16d617d69c5,2020-03-13T20:00:00Z,,,137,137,137,49,0,0,0,2,2
20200313,VA,30,117,,,,,,,,,d2ecd673874966076229036999033a3993ffed2b,2020-03-13T20:00:00Z,,,147,147,147,51,0,0,0,13,13
20200313,VT,2,142,,,,,,,,,a02dcfb55e5f9ed028f6328c61b41408533038c1,2020-03-13T20:00:00Z,,,144,144,144,50,0,0,45,0,45
20200313,WA,693,4350,,,,,,,,,38fb38dacb778f47453c824aeadb48565a09a9b6,2020-03-13T20:00:00Z,47,,5043,5043,5043,53,3,0,1313,150,1463
20200313,WI,19,169,,,,,,,,,3936ef13cd65e7b15ac22d0d981357b9f6dcce8d,2020-03-13T20:00:00Z,,,188,188,188,55,0,0,85,11,96
20200313,WV,0,17,4,,,,,,,,10eb8c5e07049f2c299d03ef30ceb60a49142335,2020-03-13T20:00:00Z,,,21,17,17,54,0,0,10,0,10
20200313,WY,1,,,,,,,,,,610cc4a0b9c9015f6214bfe928f0acf116f8b75c,2020-03-13T20:00:00Z,,,1,1,1,56,0,0,0,0,0
20200314,AK,1,143,,,,,,,,,d6e6e61fb8c0d1c2340d7df1983d63227e4dfe0d,2020-03-14T20:00:00Z,,,144,144,144,2,0,0,84,0,84
20200314,AL,6,22,46,,,,,,,,5c89c1e4d5be4e39281e7629e2d8969f9d54bb00,2020-03-14T20:00:00Z,,,74,28,28,1,0,0,11,5,16
20200314,AR,12,65,26,,,,,,,,551428a90628981e98f1a49df229dc8e2a8a6bfe,2020-03-14T20:00:00Z,,,103,77,77,5,0,0,35,3,38
20200314,AZ,12,121,50,,,,,,,,c40ab8d2dcf6deaeecfa0bab73a691ec90124122,2020-03-14T20:00:00Z,0,,183,133,133,4,0,0,27,3,30
20200314,CA,252,916,,,,,,,,,bfe38009fc5e230d310f823f106a0947b1a2bce3,2020-03-14T20:00:00Z,5,,1168,1168,1168,6,1,0,0,50,50
20200314,CO,101,610,,,,,,,,,8247505b13764c1e92a341ef32b62d362e995ca1,2020-03-14T20:00:00Z,1,,711,711,711,8,1,0,86,29,115
20200314,CT,11,125,,,,,,,,,149bffa1dda5d74304599eb67e85167eb9cc7940,2020-03-14T20:00:00Z,,,136,136,136,9,0,0,26,5,31
20200314,DC,10,49,10,,,,,,,,8da2326fcb3ada2f8eb58b168fa3cfd71a21ad34,2020-03-14T20:00:00Z,,,69,59,59,11,0,0,29,0,29
20200314,DE,6,36,32,,,,,,,,ddc0cc501e0b9f023ee1294fe142fcf25fd092b9,2020-03-14T20:00:00Z,,,74,42,42,10,0,0,6,2,8
20200314,FL,77,478,221,,,,,,,,96d30f3427bff70e4f87d99ae5c42be36a0034ac,2020-03-14T20:00:00Z,3,,776,555,555,12,1,0,0,27,27
20200314,GA,66,,,,,,,,,,97be6babd64500d6ebd30859d68fc26fff2e4848,2020-03-14T20:00:00Z,1,,66,66,66,13,0,0,0,24,24
20200314,HI,2,,,,,,,,,,b958c9810a3946b62408f0111a12c70f54049101,2020-03-14T20:00:00Z,,,2,2,2,15,0,0,0,0,0
20200314,IA,17,83,,,,,,,,,e4c108405861a595205e19c9154417a48c5aae91,2020-03-14T20:00:00Z,,,100,100,100,19,0,0,0,1,1
20200314,ID,2,174,,,,,,,,,952932b75b80cd3991df8a8c7db4f64acce89d58,2020-03-14T20:00:00Z,,,176,176,176,16,0,0,43,2,45
20200314,IL,46,316,82,,,,,,,,9ce71ff3b9101f5ced145411c578a9b370c032a8,2020-03-14T20:00:00Z,,,444,362,362,17,0,0,22,14,36
20200314,IN,15,74,,,,,,,,,14f3f66fde7e3e752f7f5e81e40cb946e7bca3af,2020-03-14T20:00:00Z,0,,89,89,89,18,0,0,13,3,16
20200314,KS,6,93,,,,,,,,,278e3c9e3e9f10641ced32dcb4caaa1d4a3b141d,2020-03-14T20:00:00Z,1,,99,99,99,20,1,0,0,0,0
20200314,KY,14,139,,,,,,,,,53ea76cd7050bee2da9a57fca2b4538d1926af6d,2020-03-14T20:00:00Z,,,153,153,153,21,0,0,32,3,35
20200314,LA,69,109,,,,,,,,,c80c2be31c70d2b05d47fb0b55f9297f827690f7,2020-03-14T20:00:00Z,,,178,178,178,22,0,0,72,33,105
20200314,MA,138,352,,,,,,,,,bdba6fc0046699f5419368f4eb93e84eb0f025c5,2020-03-14T20:00:00Z,,,490,490,490,25,0,0,260,15,275
20200314,MD,26,94,,,,,,,,,8fefdbf242c49256c9711173cc7a195bdfeaf897,2020-03-14T20:00:00Z,,,120,120,120,24,0,0,0,9,9
20200314,ME,3,91,17,,,,,,,,f8e0701ef750fd7833940e085f356967698a709e,2020-03-14T20:00:00Z,,,111,94,94,23,0,0,0,0,0
20200314,MI,1196,205,26,,,,,,,,3d48e2414257cbaf0f316c284d283c7c64c15194,2020-03-14T20:00:00Z,,,1427,1401,1401,26,0,0,72,251,323
20200314,MN,21,847,,,,,,,,,43db9c125581cdb0eaed4688c2bcc3692d524ccd,2020-03-14T20:00:00Z,,,868,868,868,27,0,0,306,7,313
20200314,MO,4,90,,,,,,,,,5220c08925c1338bbc1ababb24afaf6558a68b9c,2020-03-14T20:00:00Z,0,,94,94,94,29,0,0,19,2,21
20200314,MS,6,84,,,,,,,,,262146bdcf966d7bd2b95df77b8c19d904242248,2020-03-14T20:00:00Z,,,90,90,90,28,0,0,43,2,45
20200314,MT,5,103,,,,,,,,,3b3767d29a7f2c8246d957b64ab51b460e66230c,2020-03-14T20:00:00Z,,,108,108,108,30,0,0,48,4,52
20200314,NC,23,137,,,,,,,,,1097b4e88ff28fd47bd79effc50736bcc4f98d4d,2020-03-14T20:00:00Z,,,160,160,160,37,0,0,51,8,59
20200314,ND,1,54,14,,,,,,,,a52a443da4b61469c6be7d12ad2fe848c421dd0f,2020-03-14T20:00:00Z,0,,69,55,55,38,0,0,15,0,15
20200314,NE,14,80,33,,,,,,,,936f44463ab4c62d7cf30fc400ef265c45f8b3f5,2020-03-14T20:00:00Z,,,127,94,94,31,0,0,0,1,1
20200314,NH,7,212,31,,,,,,,,8df5e37a5d8dabbb6fb2821a99d3d0d90b27fc85,2020-03-14T20:00:00Z,,,250,219,219,33,0,0,118,1,119
20200314,NJ,50,97,80,,,,,,,,0b8634c5fd4e1160dde841c792bf7c6fc9315232,2020-03-14T20:00:00Z,1,,227,147,147,34,0,0,0,0,0
20200314,NM,10,237,,,,,,,,,0085a52176e881bb6ad037e0c30af4f74d9489f9,2020-03-14T20:00:00Z,,,247,247,247,35,0,0,47,0,47
20200314,NV,20,168,,,,,,,,,2e60e44122a1faf4a4351249cef4569aeb6b4a89,2020-03-14T20:00:00Z,,,188,188,188,32,0,0,0,9,9
20200314,NY,524,2779,,,,,,,,,f28c39ca671c26d022ff2556494ad8767765eb93,2020-03-14T20:00:00Z,,,3303,3303,3303,36,0,0,0,103,103
20200314,OH,13,50,159,,,,,,,,fc63d6218734893ad458fb97af8018f3a1ec1ad5,2020-03-14T20:00:00Z,,,222,63,63,39,0,0,0,0,0
20200314,OK,4,36,37,,,,,,,,c73b103132566a7e2d3c71510adc6def73b88940,2020-03-14T20:00:00Z,,,77,40,40,40,0,0,0,1,1
20200314,OR,30,337,157,,,,,,,,1400911ca9d80be2f8e342c113a1df4d70338602,2020-03-14T20:00:00Z,,,524,367,367,41,0,0,0,0,0
20200314,PA,47,205,150,,,,,,,,d18f94522023cea299270dcc1602530f2ddc0dc4,2020-03-14T20:00:00Z,,,402,252,252,42,0,0,65,6,71
20200314,RI,20,198,57,,,,,,,,398dbebda7a13f625f8978b5e493f80fa0c06bc4,2020-03-14T20:00:00Z,,,275,218,218,44,0,0,56,6,62
20200314,SC,13,110,,,,,,,,,f59023a910249b3d8b3511ae10d8f11517a1c519,2020-03-14T20:00:00Z,,,123,123,123,45,0,0,35,1,36
20200314,SD,9,182,3,,,,,,,,df4f632f3d3f47fd86232363e123ffd6096af646,2020-03-14T20:00:00Z,,,194,191,191,46,0,0,109,0,109
20200314,TN,32,130,,,,,,,,,6becf2091344bee8d3a7f0a0a437ccf76ed9dd53,2020-03-14T20:00:00Z,,,162,162,162,47,0,0,14,6,20
20200314,TX,51,,,,,,,,,,8a47a6e610ae58718993de453b89aa3908c67fbd,2020-03-14T20:00:00Z,,,51,51,51,48,0,0,0,12,12
20200314,UT,6,131,,,,,,,,,577b43eb324c0ae69322cc15f477ca37d5daf36b,2020-03-14T20:00:00Z,,,137,137,137,49,0,0,0,0,0
20200314,VA,30,117,,,,,,,,,33f505467e5a143bd0ecda4d5622091a48ad3d2e,2020-03-14T20:00:00Z,,,147,147,147,51,0,0,0,0,0
20200314,VT,4,227,,,,,,,,,570d73d25152c4e93987f89a83b40ff5480a7682,2020-03-14T20:00:00Z,,,231,231,231,50,0,0,85,2,87
20200314,WA,793,6001,,,,,,,,,61aaef76eeba6df187a9775df949ed7d05f55746,2020-03-14T20:00:00Z,51,,6794,6794,6794,53,4,0,1651,100,1751
20200314,WI,19,169,,,,,,,,,8f1ed69b1d5723cbd5b18d1ec332fa4f83bde08a,2020-03-14T20:00:00Z,,,188,188,188,55,0,0,0,0,0
20200314,WV,0,26,5,,,,,,,,7e27957cf04398b64db2982ccd580fd5455ffebb,2020-03-14T20:00:00Z,,,31,26,26,54,0,0,9,0,9
20200314,WY,2,,,,,,,,,,00d1959cf22a0162be10edb9d849b320e1db37e7,2020-03-14T20:00:00Z,,,2,2,2,56,0,0,0,1,1
20200315,AK,1,143,,,,,,,,,60c27932a683c3682cf48a12a0e94b719a58f853,2020-03-15T20:00:00Z,,,144,144,144,2,0,0,0,0,0
20200315,AL,12,28,46,,,,,,,,bc792edfeb4365aed8c64e6ff682049380018d28,2020-03-15T20:00:00Z,0,,86,40,40,1,0,0,6,6,12
20200315,AR,16,103,30,,,,,,,,35929378624bc11a7dd1d28474862f8edfab3a18,2020-03-15T20:00:00Z,,,149,119,119,5,0,0,38,4,42
20200315,AZ,12,121,50,,,,,,,,7a4427cac62eb283ec726e86ffa9fb6f331bac4a,2020-03-15T20:00:00Z,0,,183,133,133,4,0,0,0,0,0
20200315,CA,293,916,,,,,,,,,5e5e85687553cddbfc767524eedc40d04efeb98a,2020-03-15T20:00:00Z,5,,1209,1209,1209,6,0,0,0,41,41
20200315,CO,131,627,,,,,,,,,0da7e45df3e95846c2ea7d169ec15485902fe3b5,2020-03-15T20:00:00Z,1,,758,758,758,8,0,0,17,30,47
20200315,CT,20,125,,,,,,,,,47afb6e02464043555eaf5e2053829e84eb805be,2020-03-15T20:00:00Z,,,145,145,145,9,0,0,0,9,9
20200315,DC,16,79,20,,,,,,,,46da8be5fe41851c0bb75f94651e557a2f0c6386,2020-03-15T20:00:00Z,,,115,95,95,11,0,0,30,6,36
20200315,DE,6,36,32,,,,,,,,f5b3a2976e58c2202cc5aded47704c39fa65e343,2020-03-15T20:00:00Z,,,74,42,42,10,0,0,0,0,0
20200315,FL,116,678,454,,,,,,,,fbbf82f88fa5a3c2bbdf7f937c2752c5ba3ce6df,2020-03-15T20:00:00Z,4,,1248,794,794,12,1,0,200,39,239
20200315,GA,99,,,,,,,,,,df40a5921f9dfc96b45398288e6075bd6b97fd81,2020-03-15T20:00:00Z,1,,99,99,99,13,0,0,0,33,33
20200315,HI,2,,,,,,,,,,0a69a6018c0bce8b9bfbe6b1dd88a8f031a0a025,2020-03-15T20:00:00Z,,,2,2,2,15,0,0,0,0,0
20200315,IA,18,83,,,,,,,,,fdf73baeeb8118faed38a3ad4be3449414432f07,2020-03-15T20:00:00Z,,,101,101,101,19,0,0,0,1,1
20200315,ID,5,174,,,,,,,,,4472c728ff3ae897133063dc6b945fc03c35c382,2020-03-15T20:00:00Z,,,179,179,179,16,0,0,0,3,3
20200315,IL,64,449,195,,,,,,,,f6c2094de686cbf02f6bb9ac79925336ade7255e,2020-03-15T20:00:00Z,,,708,513,513,17,0,0,133,18,151
20200315,IN,19,102,,,,,,,,,d4516efe0a7e4050cd6326b64b549f9cb1923a61,2020-03-15T20:00:00Z,0,,121,121,121,18,0,0,28,4,32
20200315,KS,8,135,,,,,,,,,868c75937b225e6321886b68d3a125642646a48a,2020-03-15T20:00:00Z,1,,143,143,143,20,0,0,42,2,44
20200315,KY,16,139,,,,,,,,,d0dfc75f33be8db126e19af366618eaa6af0055b,2020-03-15T20:00:00Z,,,155,155,155,21,0,0,0,2,2
20200315,LA,91,156,,,,,,,,,e12d7af383c2482c7845ba7e6403df009076bfde,2020-03-15T20:00:00Z,2,,247,247,247,22,2,0,47,22,69
20200315,MA,138,352,,,,,,,,,c8c2486f9a55549e537cfa05abc2e5e2fe749397,2020-03-15T20:00:00Z,,,490,490,490,25,0,0,0,0,0
20200315,MD,31,94,,,,,,,,,12fc1449714a30e3dece18babc0d6f18a249ec11,2020-03-15T20:00:00Z,,,125,125,125,24,0,0,0,5,5
20200315,ME,3,91,17,,,,,,,,b9373f5ff8eecc4882df5e99ca65029c7ab54a5e,2020-03-15T20:00:00Z,,,111,94,94,23,0,0,0,0,0
20200315,MI,1480,205,26,,,,,,,,09fc24831d1175112329f54087d0a933591da80e,2020-03-15T20:00:00Z,,,1711,1685,1685,26,0,0,0,284,284
20200315,MN,35,1387,,,,,,,,,00afbc28ae28d28e85eb0ca606fac9847ee7eec5,2020-03-15T20:00:00Z,,,1422,1422,1422,27,0,0,540,14,554
20200315,MO,5,122,,,,,,,,,5ad3d82f98f7d9f284ef9895cb6f8e76d23c7f34,2020-03-15T20:00:00Z,0,,127,127,127,29,0,0,32,1,33
20200315,MS,10,84,,,,,,,,,5442e46cc16cedbeeb93a0f0ff9a04740dc62690,2020-03-15T20:00:00Z,,,94,94,94,28,0,0,0,4,4
20200315,MT,7,103,57,,,,,,,,d5c7b708dac192fb53a5453064d7c4fa04726b5d,2020-03-15T20:00:00Z,,,167,110,110,30,0,0,0,2,2
20200315,NC,32,227,151,,,,,,,,403dec9507ef0b9ac81864a597d016782cc2527b,2020-03-15T20:00:00Z,,,410,259,259,37,0,0,90,9,99
20200315,ND,1,95,4,,,,,,,,2745e3ea870fcafa773e34d392d65a6d79da5002,2020-03-15T20:00:00Z,0,,100,96,96,38,0,0,41,0,41
20200315,NE,17,80,33,,,,,,,,558bc35b9327ee76d681d0b1357e4c4f73ef8039,2020-03-15T20:00:00Z,,,130,97,97,31,0,0,0,3,3
20200315,NH,13,271,95,,,,,,,,803b79b258e66f237ca1ebf9a8fcde18477cac13,2020-03-15T20:00:00Z,,,379,284,284,33,0,0,59,6,65
20200315,NJ,98,120,34,,,,,,,,cb6357bcd5b00b85173d23a8bd8f41fdb1b098f0,2020-03-15T20:00:00Z,2,,252,218,218,34,1,0,23,48,71
20200315,NM,13,482,,,,,,,,,b95e350ae2b5693dcb353e7c00b01f855a971762,2020-03-15T20:00:00Z,,,495,495,495,35,0,0,245,3,248
20200315,NV,21,168,164,,,,,,,,5c87854db60a5e7331ad07237ca83ba7ebcf7af0,2020-03-15T20:00:00Z,,,353,189,189,32,0,0,0,1,1
20200315,NY,729,4543,,,,,,,,,963f632b5d1577cd5cf9b6c332a912c2fdebea16,2020-03-15T20:00:00Z,3,,5272,5272,5272,36,3,0,1764,205,1969
20200315,OH,36,139,350,,,,,,,,0f9665fdbfb9c2db97a7b8cca0dd02a8dd3fcd41,2020-03-15T20:00:00Z,,,525,175,175,39,0,0,89,23,112
20200315,OK,9,118,12,,,,,,,,c94b4a8b7a6943e47f2b18b0830094b3b5b847aa,2020-03-15T20:00:00Z,,,139,127,127,40,0,0,82,5,87
20200315,OR,36,420,225,,,,,,,,ee34e334d60acd6c6786608eaf502ef3469b027a,2020-03-15T20:00:00Z,,,681,456,456,41,0,0,83,6,89
20200315,PA,63,205,183,,,,,,,,b456aca3dcfc156e659cf9d83c9b906acb7c5ae5,2020-03-15T20:00:00Z,,,451,268,268,42,0,0,0,16,16
20200315,RI,20,271,57,,,,,,,,84f802e7560c1a892f234e2cb31b236fb075f6f5,2020-03-15T20:00:00Z,,,348,291,291,44,0,0,73,0,73
20200315,SC,19,154,,,,,,,,,75ba73b3bb3053eb03805d2812d5c2e4395f1b6f,2020-03-15T20:00:00Z,,,173,173,173,45,0,0,44,6,50
20200315,SD,9,327,6,,,,,,,,fa88e329d335599e26ea9fd7b6eea1fb83b0c06a,2020-03-15T20:00:00Z,,,342,336,336,46,0,0,145,0,145
20200315,TN,39,157,,,,,,,,,0d4cfb67c9ea0c68b1210ef9b0a90d12b748672f,2020-03-15T20:00:00Z,,,196,196,196,47,0,0,27,7,34
20200315,TX,56,,,,,,,,,,5703287c6d3b6d2f1e4e3de43cc125edafaa598a,2020-03-15T20:00:00Z,,,56,56,56,48,0,0,0,5,5
20200315,UT,28,131,,,,,,,,,557e214eba87dfaba62c598c539e3a281022e741,2020-03-15T20:00:00Z,0,,159,159,159,49,0,0,0,22,22
20200315,VA,45,363,,,,,,,,,8cb2bceeeb5e766ece4e5e0141e5c46174a1c784,2020-03-15T20:00:00Z,1,,408,408,408,51,1,0,246,15,261
20200315,VT,4,348,,,,,,,,,c240b0b7e625d08e14362a93fac37a9cb859d539,2020-03-15T20:00:00Z,,,352,352,352,50,0,0,121,0,121
20200315,WA,924,7122,,,,,,,,,161c0eb29ea6be5c1a771b62d7cfbf6763ffc6f4,2020-03-15T20:00:00Z,56,,8046,8046,8046,53,5,0,1121,131,1252
20200315,WI,33,313,,,,,,,,,76f9cefe3cbfb28b81648f15bcc59d6507801772,2020-03-15T20:00:00Z,,,346,346,346,55,0,0,144,14,158
20200315,WV,0,38,1,,,,,,,,36d80d812a5ba34def01d46af9f6a7760b182f43,2020-03-15T20:00:00Z,0,,39,38,38,54,0,0,12,0,12
20200315,WY,3,,,,,,,,,,74566767a2c99e0bdfd11a6e545fd9ed02e9e716,2020-03-15T20:00:00Z,,,3,3,3,56,0,0,0,1,1
20200316,AK,1,143,,,,,,,,,55b0b029eac24362c03262d39c1daf9fd34c4e6d,2020-03-16T20:00:00Z,,,144,144,144,2,0,0,0,0,0
20200316,AL,28,28,40,,,,,,,,3efe0ea61bb6932f1d608f9e24d38fcafaa2c04c,2020-03-16T20:00:00Z,0,,96,56,56,1,0,0,0,16,16
20200316,AR,22,132,14,,,,,,,,78bd45495c24cce3ba85c7f24609a179c43478eb,2020-03-16T20:00:00Z,,,168,154,154,5,0,0,29,6,35
20200316,AS,,,,,,,,,,,40355f49a87c433dafdd8148cab5cd5fcb7327ab,2020-03-16T20:00:00Z,,,,,,60,,,,,
20200316,AZ,18,125,63,,,,,,,,a2961931f5c5f76a42773e7477d509b59b5cd133,2020-03-16T20:00:00Z,0,,206,143,143,4,0,0,4,6,10
20200316,CA,335,7981,,,,,,,,,ae22555d7ccc020a6fc6268f759c981a681af584,2020-03-16T20:00:00Z,6,,8316,8316,8316,6,1,0,7065,42,7107
20200316,CO,131,627,,,,,,,,,dda059810b70b49f0451aef63be8a4ae6d3af3f2,2020-03-16T20:00:00Z,1,,758,758,758,8,0,0,0,0,0
20200316,CT,26,125,,,,,,,,,4d722259eb940d98fdcc976b9bc97308a3e902c0,2020-03-16T20:00:00Z,,,151,151,151,9,0,0,0,6,6
20200316,DC,17,96,7,,,,,,,,8997b7eeb6bd9be4fb4ad8a4094301be4add08b0,2020-03-16T20:00:00Z,,,120,113,113,11,0,0,17,1,18
20200316,DE,8,36,32,,,,,,,,d04addb5ab1cce5bea6da60bd864abdaf9f40c33,2020-03-16T20:00:00Z,,,76,44,44,10,0,0,0,2,2
20200316,FL,141,684,514,,,,,,,,e53cf48d45ec818ea2d56d271277e6ec5a5b49bd,2020-03-16T20:00:00Z,4,,1339,825,825,12,0,0,6,25,31
20200316,GA,121,,,,,,,,,,c6fa2c88408c5bb21156b21e12fac3816f255ea9,2020-03-16T20:00:00Z,1,,121,121,121,13,0,0,0,22,22
20200316,GU,3,23,,,,,,,,,f7bbc72cc2925b0cf37ca0d2a707d2dd196619ba,2020-03-16T20:00:00Z,,,26,26,26,66,,,,,
20200316,HI,7,,,,,,,,,,6379c60c70b54b8df2bfed1f9beac3fbfe2117f5,2020-03-16T20:00:00Z,,,7,7,7,15,0,0,0,5,5
20200316,IA,22,83,,,,,,,,,abdd281192ae660bb7cf448cc358f37058a4e726,2020-03-16T20:00:00Z,,,105,105,105,19,0,0,0,4,4
20200316,ID,5,265,,,,,,,,,cbadc8d7244f7abc2f70ffd4efcbd3930be6c7c3,2020-03-16T20:00:00Z,,,270,270,270,16,0,0,91,0,91
20200316,IL,93,932,,,,,,,,,f03443451f7889148543ffce5c6fb97993c13d33,2020-03-16T20:00:00Z,,,1025,1025,1025,17,0,0,483,29,512
20200316,IN,24,115,,,,,,,,,5476decd48ecb1589f9d22a297cf69d1bc5e0355,2020-03-16T20:00:00Z,1,,139,139,139,18,1,0,13,5,18
20200316,KS,11,166,,,,,,,,,2871e7c581aba789a9a80042471dbd062cd8b05a,2020-03-16T20:00:00Z,1,,177,177,177,20,0,0,31,3,34
20200316,KY,21,234,,,,,,,,,9faf39847096593b80a7c2410e9e5bc7f8ae66f2,2020-03-16T20:00:00Z,1,,255,255,255,21,1,0,95,5,100
20200316,LA,114,188,,,,,,,,,3f35dae7522ba88d8e79d20093816c3614734dcb,2020-03-16T20:00:00Z,2,,302,302,302,22,0,0,32,23,55
20200316,MA,164,352,,,,,,,,,8b6244ab6b03eb42a217d3342377e82b0051ad3c,2020-03-16T20:00:00Z,,,516,516,516,25,0,0,0,26,26
20200316,MD,37,94,,,,,,,,,8148e20f78522f18bb64c3736befeed3747a96b2,2020-03-16T20:00:00Z,,,131,131,131,24,0,0,0,6,6
20200316,ME,17,764,,,,,,,,,a6b88539313f6c2cd8136b76c0c53475b3b0dd34,2020-03-16T20:00:00Z,,,781,781,781,23,0,0,673,14,687
20200316,MI,1933,272,30,,,,,,,,29319d0631530d88b2c0b404a6419788640b7381,2020-03-16T20:00:00Z,,,2235,2205,2205,26,0,0,67,453,520
20200316,MN,54,1839,,,,,,,,,3419334f30420a634b19a07442d629553af687b3,2020-03-16T20:00:00Z,,,1893,1893,1893,27,0,0,452,19,471
20200316,MO,6,164,,,,,,,,,ef353ee3f27c62c9da40b468889b6e5f7873daf2,2020-03-16T20:00:00Z,0,,170,170,170,29,0,0,42,1,43
20200316,MP,0,,,,,,,,,,645c528660cf04b553855f4e4d0ab78f35e60078,2020-03-16T20:00:00Z,,,0,0,0,69,,,,,
20200316,MS,12,277,,,,,,,,,68fb32e431d415106a70ff158d981d8bb680d5ab,2020-03-16T20:00:00Z,,,289,289,289,28,0,0,193,2,195
